User,Card,Year,Month,Day,Time,Amount,Use Chip,Card number,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0,0,2002,10,28,11:41,$2.30 ,Swipe Transaction,5488342944613905,La Verne,CA,91750,5499,,No
0,0,2002,10,29,13:20,$9.76 ,Swipe Transaction,5461658879915684,Mira Loma,CA,91752,5541,,No
0,0,2002,10,29,21:44,$29.95 ,Swipe Transaction,5132040468161147,Monterey Park,CA,91754,7832,,No
0,0,2002,10,30,6:05,$77.85 ,Swipe Transaction,4970053603571619,Monterey Park,CA,91754,5411,,No
0,0,2002,10,30,6:48,$35.92 ,Swipe Transaction,4905540969337037,La Verne,CA,91750,5912,,No
0,0,2002,10,31,6:11,$135.60 ,Swipe Transaction,6932682320710660,La Verne,CA,91750,5311,,No
0,0,2002,10,31,6:56,$37.63 ,Swipe Transaction,5315223005212889,Monterey Park,CA,91755,5942,,No
0,0,2002,10,31,13:08,$96.00 ,Swipe Transaction,4126600786733032,Mira Loma,CA,91752,5541,,No
0,0,2002,10,31,13:09,($96.00),Swipe Transaction,5682154590913954,Mira Loma,CA,91752,5541,,No
0,0,2002,10,31,13:11,$61.08 ,Swipe Transaction,5896338139736327,Mira Loma,CA,91752,5541,,No
0,0,2002,11,1,10:59,$24.67 ,Swipe Transaction,4789489264488970,La Verne,CA,91750,7230,,No
0,0,2002,11,1,13:53,$46.10 ,Swipe Transaction,5035264823390216,Monterey Park,CA,91755,5942,,No
0,0,2002,11,1,19:16,$16.76 ,Swipe Transaction,6125621291819591,Mira Loma,CA,91752,5541,,No
0,0,2002,11,1,20:25,$161.51 ,Swipe Transaction,4067511304922463,Mira Loma,CA,91752,4814,,No
0,0,2002,11,2,6:05,$132.90 ,Swipe Transaction,4474146136597583,La Verne,CA,91750,5311,,No
0,0,2002,11,2,6:15,$30.50 ,Swipe Transaction,314281190779481,Monterey Park,CA,91754,5411,,No
0,0,2002,11,2,19:59,$12.09 ,Swipe Transaction,5447278925047092,La Verne,CA,91750,5300,,No
0,0,2002,11,3,5:36,$150.08 ,Swipe Transaction,5566429737412055,La Verne,CA,91750,5300,,No
0,0,2002,11,3,6:05,$180.58 ,Swipe Transaction,4372448627686768,La Verne,CA,91750,5912,,No
0,0,2002,11,4,6:03,$55.61 ,Swipe Transaction,4783291966220802,La Verne,CA,91750,5300,,No
0,0,2002,11,4,13:20,$75.72 ,Swipe Transaction,4803534694306012,La Verne,CA,91750,5311,,No
0,0,2002,11,4,20:00,$77.41 ,Swipe Transaction,4250276478482515,La Verne,CA,91750,5814,,No
0,0,2002,11,5,5:41,$148.01 ,Swipe Transaction,5613327518828278,Monterey Park,CA,91754,5411,,No
0,0,2002,11,5,6:28,$106.72 ,Swipe Transaction,5017284678566476,Mira Loma,CA,91752,5541,,No
0,0,2002,11,5,16:43,$28.39 ,Online Transaction,4001482973848631,ONLINE,,,4814,,No
0,0,2002,11,7,6:08,$140.86 ,Swipe Transaction,4075750138489651,Monterey Park,CA,91754,5411,,No
0,0,2002,11,7,6:50,$116.86 ,Swipe Transaction,5218196083865154,La Verne,CA,91750,5300,,No
0,0,2002,11,8,6:18,$122.64 ,Swipe Transaction,5119838138946124,La Verne,CA,91750,5311,,No
0,0,2002,11,8,6:35,$42.01 ,Swipe Transaction,5335984658439104,La Verne,CA,91750,5912,,No
0,0,2002,11,9,6:19,$167.00 ,Swipe Transaction,5570742279358802,La Verne,CA,91750,5912,,No
0,0,2002,11,9,9:44,$168.53 ,Swipe Transaction,4014221108776885,La Verne,CA,91750,4900,,No
0,0,2002,11,9,21:09,$85.91 ,Swipe Transaction,4273067279715891,Mira Loma,CA,91752,5812,,No
0,0,2002,11,10,6:23,$152.14 ,Swipe Transaction,5956867363687567,Mira Loma,CA,91752,5541,,No
0,0,2002,11,10,6:32,$40.78 ,Swipe Transaction,5825403139414547,Monterey Park,CA,91754,5411,,No
0,0,2002,11,10,9:45,$107.50 ,Swipe Transaction,4341971374222434,La Verne,CA,91750,4900,,No
0,0,2002,11,10,12:39,$59.52 ,Swipe Transaction,5504734087292061,La Verne,CA,91750,5499,,No
0,0,2002,11,10,12:50,($91.00),Swipe Transaction,5118561237234384,La Verne,CA,91750,5499,,No
0,0,2002,11,10,12:57,$91.00 ,Swipe Transaction,4662466858823442,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:09,($98.00),Swipe Transaction,5269665726380864,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:12,$98.00 ,Swipe Transaction,339123645701074,La Verne,CA,91750,5499,,No
0,0,2002,11,10,13:20,$52.40 ,Swipe Transaction,5089768442116305,La Verne,CA,91750,5499,,No
0,0,2002,11,11,6:10,$130.48 ,Swipe Transaction,5078145607261496,La Verne,CA,91750,5411,,No
0,0,2002,11,11,7:16,$126.32 ,Swipe Transaction,4731388951338396,La Verne,CA,91750,5311,,No
0,0,2002,11,13,20:06,$63.90 ,Swipe Transaction,5200794681511676,La Verne,CA,91750,5812,,No
0,0,2002,11,14,5:29,$151.49 ,Swipe Transaction,5461501204746611,La Verne,CA,91750,5912,,No
0,0,2002,11,14,6:25,$113.32 ,Swipe Transaction,4060923248609933,La Verne,CA,91750,5411,,No
0,0,2002,11,15,7:36,$39.18 ,Swipe Transaction,4403825163350985,Monterey Park,CA,91755,5942,,No
0,0,2002,11,15,9:37,$66.98 ,Swipe Transaction,6580244636542196,La Verne,CA,91750,7538,,No
0,0,2002,11,15,14:05,$58.03 ,Swipe Transaction,5271307942784936,Ontario,CA,91761,5211,,No
0,0,2002,11,15,22:06,$186.41 ,Swipe Transaction,5075163198448769,La Verne,CA,91750,5300,,No
0,0,2002,11,16,6:28,$133.55 ,Swipe Transaction,5931316682508140,La Verne,CA,91750,5311,,No
0,0,2002,11,16,9:59,$59.74 ,Swipe Transaction,5973716612118375,La Verne,CA,91750,7538,,No
0,0,2002,11,17,6:14,$157.96 ,Swipe Transaction,5690509651153906,La Verne,CA,91750,5912,,No
0,0,2002,11,17,20:33,$95.40 ,Swipe Transaction,5416807432483550,La Verne,CA,91750,5814,,No
0,0,2002,11,18,6:24,$99.92 ,Swipe Transaction,5993329445307051,La Verne,CA,91750,5912,,No
0,0,2002,11,18,7:03,$127.33 ,Swipe Transaction,5009312174031051,Mira Loma,CA,91752,5541,,No
0,0,2002,11,19,5:58,$134.57 ,Swipe Transaction,5891506977538040,La Verne,CA,91750,5300,,No
0,0,2002,11,19,13:35,$52.94 ,Swipe Transaction,303388287085492,Monterey Park,CA,91754,5310,,No
0,0,2002,11,19,19:42,$95.76 ,Swipe Transaction,4839347876295447,La Verne,CA,91750,5812,,No
0,0,2002,11,20,6:27,$83.17 ,Swipe Transaction,398744318776089,La Verne,CA,91750,5311,,No
0,0,2002,11,20,7:48,$54.26 ,Swipe Transaction,4888494328219559,La Verne,CA,91750,5912,,No
0,0,2002,11,20,9:42,$61.02 ,Swipe Transaction,4498891346944005,La Verne,CA,91750,7538,,No
0,0,2002,11,22,6:07,$131.45 ,Swipe Transaction,4866080343433203,La Verne,CA,91750,5411,,No
0,0,2002,11,22,6:41,$115.91 ,Swipe Transaction,4168053621668614,La Verne,CA,91750,5311,,No
0,0,2002,11,22,9:31,$65.92 ,Swipe Transaction,398638761436555,La Verne,CA,91750,7538,,No
0,0,2002,11,23,6:11,$38.99 ,Swipe Transaction,4155430243935975,La Verne,CA,91750,5912,,No
0,0,2002,11,23,6:16,$129.07 ,Swipe Transaction,5364347373974586,Monterey Park,CA,91754,5411,,No
0,0,2002,11,23,6:47,$37.23 ,Swipe Transaction,5879372260390616,La Verne,CA,91750,5912,,No
0,0,2002,11,23,11:18,$228.92 ,Swipe Transaction,5277291731808525,La Verne,CA,91750,8011,,No
0,0,2002,11,24,5:50,$141.77 ,Swipe Transaction,5719709279353504,La Verne,CA,91750,5912,,No
0,0,2002,11,24,20:56,$51.96 ,Swipe Transaction,5936949471946678,La Verne,CA,91750,5814,,No
0,0,2002,11,25,6:12,$143.06 ,Swipe Transaction,4515909883803900,Mira Loma,CA,91752,5541,,No
0,0,2002,11,25,6:43,$50.68 ,Swipe Transaction,4098930150034371,Monterey Park,CA,91755,5942,,No
0,0,2002,11,25,13:04,($99.00),Swipe Transaction,4405540956453724,La Verne,CA,91750,5499,,No
0,0,2002,11,25,13:27,$69.31 ,Swipe Transaction,4988862076390748,La Verne,CA,91750,5499,,No
0,0,2002,11,25,13:29,$99.00 ,Swipe Transaction,4511050153177271,La Verne,CA,91750,5499,,No
0,0,2002,11,25,16:52,$99.36 ,Swipe Transaction,5387283225052992,Diamond Bar,CA,91765,5719,,No
0,0,2002,11,26,6:28,$126.81 ,Swipe Transaction,5893866156194799,La Verne,CA,91750,5300,,No
0,0,2002,11,26,11:21,$379.73 ,Swipe Transaction,4905540969337037,Calexico,CA,92231,3066,,No
0,0,2002,11,27,5:32,$148.42 ,Swipe Transaction,389676870614061,La Verne,CA,91750,5311,,No
0,0,2002,11,27,6:22,$138.59 ,Swipe Transaction,4108533772649718,La Verne,CA,91750,5912,,No
0,0,2002,11,27,20:07,$107.15 ,Swipe Transaction,5811894674904856,La Verne,CA,91750,5812,,No
0,0,2002,11,28,6:14,$81.43 ,Swipe Transaction,4205703038691363,La Verne,CA,91750,5311,,No
0,0,2002,11,28,6:53,$35.60 ,Swipe Transaction,5508211695909086,Monterey Park,CA,91754,5411,,No
0,0,2002,11,29,6:14,$173.03 ,Swipe Transaction,5173250188599461,La Verne,CA,91750,5912,,No
0,0,2002,11,29,6:41,$38.76 ,Swipe Transaction,5489970186857774,Monterey Park,CA,91754,5411,,No
0,0,2002,11,30,6:32,$24.55 ,Swipe Transaction,4623474503708079,La Verne,CA,91750,5912,,No
0,0,2002,11,30,16:46,$104.81 ,Swipe Transaction,389499805815638,La Verne,CA,91750,5300,,No
0,0,2002,12,1,5:35,$75.86 ,Swipe Transaction,4129989012910230,Monterey Park,CA,91754,5411,,No
0,0,2002,12,1,6:22,$128.63 ,Swipe Transaction,6135310578604021,La Verne,CA,91750,5311,,No
0,0,2002,12,2,6:13,$147.54 ,Swipe Transaction,317788535363713,Monterey Park,CA,91754,5411,,No
0,0,2002,12,2,12:34,($50.00),Swipe Transaction,5928230249203938,La Verne,CA,91750,5499,,No
